"Time","Region Code","Region","Total land area (Incl. the northern territories and Takeshima)【ha】","Annotation"
"2010","46000","Kagoshima-ken","918878",""
"2010","47000","Okinawa-ken","227615",""
"2011","00000","Japan","37795484",""
"2011","01000","Hokkaido","8345700",""
"2011","02000","Aomori-ken","964455",""
"2011","03000","Iwate-ken","1527889",""
"2011","04000","Miyagi-ken","728577",""
"2011","05000","Akita-ken","1163628",""
"2011","06000","Yamagata-ken","932346",""
"2011","07000","Fukushima-ken","1378276",""
"2011","08000","Ibaraki-ken","609572",""
"2011","09000","Tochigi-ken","640828",""
"2011","10000","Gumma-ken","636233",""
"2011","11000","Saitama-ken","379808",""
"2011","12000","Chiba-ken","515661",""
"2011","13000","Tokyo-to","218867",""
"2011","14000","Kanagawa-ken","241586",""
"2011","15000","Niigata-ken","1258383",""
"2011","16000","Toyama-ken","424761",""
"2011","17000","Ishikawa-ken","418567",""
"2011","18000","Fukui-ken","418988",""
"2011","19000","Yamanashi-ken","446537",""
"2011","20000","Nagano-ken","1356223",""
"2011","21000","Gifu-ken","1062117",""
"2011","22000","Shizuoka-ken","778050",""
"2011","23000","Aichi-ken","516512",""
"2011","24000","Mie-ken","577731",""
"2011","25000","Shiga-ken","401736",""
"2011","26000","Kyoto-fu","461321",""
"2011","27000","Osaka-fu","189928",""
"2011","28000","Hyogo-ken","839616",""
"2011","29000","Nara-ken","369109",""
"2011","30000","Wakayama-ken","472629",""
"2011","31000","Tottori-ken","350728",""
"2011","32000","Shimane-ken","670796",""
"2011","33000","Okayama-ken","711323",""
"2011","34000","Hiroshima-ken","847970",""
"2011","35000","Yamaguchi-ken","611409",""
"2011","36000","Tokushima-ken","414674",""
"2011","37000","Kagawa-ken","187655",""
"2011","38000","Ehime-ken","567833",""
"2011","39000","Kochi-ken","710516",""
"2011","40000","Fukuoka-ken","497851",""
"2011","41000","Saga-ken","243965",""
"2011","42000","Nagasaki-ken","410547",""
"2011","43000","Kumamoto-ken","740479",""
"2011","44000","Oita-ken","633974",""
"2011","45000","Miyazaki-ken","773599",""
"2011","46000","Kagoshima-ken","918882",""
"2011","47000","Okinawa-ken","227649",""
"2012","00000","Japan","37795991",""
"2012","01000","Hokkaido","8345706",""
"2012","02000","Aomori-ken","964470",""
"2012","03000","Iwate-ken","1527889",""
"2012","04000","Miyagi-ken","728577",""
"2012","05000","Akita-ken","1163630",""
"2012","06000","Yamagata-ken","932346",""
"2012","07000","Fukushima-ken","1378276",""
"2012","08000","Ibaraki-ken","609572",""
"2012","09000","Tochigi-ken","640828",""
"2012","10000","Gumma-ken","636233",""
"2012","11000","Saitama-ken","379808",""
"2012","12000","Chiba-ken","515662",""
"2012","13000","Tokyo-to","218867",""
"2012","14000","Kanagawa-ken","241586",""
"2012","15000","Niigata-ken","1258384",""
"2012","16000","Toyama-ken","424761",""
"2012","17000","Ishikawa-ken","418616",""
"2012","18000","Fukui-ken","418988",""
"2012","19000","Yamanashi-ken","446537",""
"2012","20000","Nagano-ken","1356223",""
"2012","21000","Gifu-ken","1062117",""
"2012","22000","Shizuoka-ken","778060",""
"2012","23000","Aichi-ken","516514",""
"2012","24000","Mie-ken","577731",""
"2012","25000","Shiga-ken","401736",""
"2012","26000","Kyoto-fu","461321",""
"2012","27000","Osaka-fu","190142",""
"2012","28000","Hyogo-ken","839639",""
"2012","29000","Nara-ken","369109",""
"2012","30000","Wakayama-ken","472629",""
"2012","31000","Tottori-ken","350731",""
"2012","32000","Shimane-ken","670798",""
"2012","33000","Okayama-ken","711323",""
"2012","34000","Hiroshima-ken","847973",""
"2012","35000","Yamaguchi-ken","611413",""
"2012","36000","Tokushima-ken","414680",""
"2012","37000","Kagawa-ken","187655",""
"2012","38000","Ehime-ken","567850",""
"2012","39000","Kochi-ken","710519",""
"2012","40000","Fukuoka-ken","497930",""
"2012","41000","Saga-ken","243965",""
"2012","42000","Nagasaki-ken","410575",""
"2012","43000","Kumamoto-ken","740485",""
"2012","44000","Oita-ken","633975",""
"2012","45000","Miyazaki-ken","773599",""
"2012","46000","Kagoshima-ken","918899",""
"2012","47000","Okinawa-ken","227664",""
"2013","00000","Japan","37796173",""
"2013","01000","Hokkaido","8345748",""
"2013","02000","Aomori-ken","964474",""
"2013","03000","Iwate-ken","1527889",""
"2013","04000","Miyagi-ken","728580",""
"2013","05000","Akita-ken","1163632",""
"2013","06000","Yamagata-ken","932346",""
"2013","07000","Fukushima-ken","1378276",""
"2013","08000","Ibaraki-ken","609584",""
"2013","09000","Tochigi-ken","640828",""
"2013","10000","Gumma-ken","636233",""
"2013","11000","Saitama-ken","379808",""
"2013","12000","Chiba-ken","515662",""
"2013","13000","Tokyo-to","218867",""
"2013","14000","Kanagawa-ken","241605",""
"2013","15000","Niigata-ken","1258384",""
"2013","16000","Toyama-ken","424762",""
"2013","17000","Ishikawa-ken","418621",""
"2013","18000","Fukui-ken","418989",""
"2013","19000","Yamanashi-ken","446537",""
"2013","20000","Nagano-ken","1356223",""
"2013","21000","Gifu-ken","1062117",""
"2013","22000","Shizuoka-ken","778060",""
"2013","23000","Aichi-ken","516516",""
"2013","24000","Mie-ken","577735",""
"2013","25000","Shiga-ken","401736",""
"2013","26000","Kyoto-fu","461326",""
"2013","27000","Osaka-fu","190142",""
"2013","28000","Hyogo-ken","839647",""
"2013","29000","Nara-ken","369109",""
"2013","30000","Wakayama-ken","472632",""
"2013","31000","Tottori-ken","350731",""
"2013","32000","Shimane-ken","670798",""
"2013","33000","Okayama-ken","711324",""
"2013","34000","Hiroshima-ken","847981",""
"2013","35000","Yamaguchi-ken","611414",""
"2013","36000","Tokushima-ken","414681",""
"2013","37000","Kagawa-ken","187658",""
"2013","38000","Ehime-ken","567851",""
"2013","39000","Kochi-ken","710520",""
"2013","40000","Fukuoka-ken","497942",""
"2013","41000","Saga-ken","243967",""
"2013","42000","Nagasaki-ken","410588",""
"2013","43000","Kumamoto-ken","740489",""
"2013","44000","Oita-ken","633982",""
"2013","45000","Miyazaki-ken","773608",""
"2013","46000","Kagoshima-ken","918899",""
"2013","47000","Okinawa-ken","227672",""
"2014","00000","Japan","37797228",""
"2014","01000","Hokkaido","8342422",""
"2014","02000","Aomori-ken","964540",""
"2014","03000","Iwate-ken","1527501",""
"2014","04000","Miyagi-ken","728214",""
"2014","05000","Akita-ken","1163754",""
"2014","06000","Yamagata-ken","932315",""
"2014","07000","Fukushima-ken","1378375",""
"2014","08000","Ibaraki-ken","609693",""
"2014","09000","Tochigi-ken","640809",""
"2014","10000","Gumma-ken","636228",""
"2014","11000","Saitama-ken","379775",""
"2014","12000","Chiba-ken","515764",""
"2014","13000","Tokyo-to","219090",""
"2014","14000","Kanagawa-ken","241581",""
"2014","15000","Niigata-ken","1258410",""
"2014","16000","Toyama-ken","424761",""
"2014","17000","Ishikawa-ken","418615",""
"2014","18000","Fukui-ken","419043",""
"2014","19000","Yamanashi-ken","446499",""
"2014","20000","Nagano-ken","1356156",""
"2014","21000","Gifu-ken","1062129",""
"2014","22000","Shizuoka-ken","777870",""
"2014","23000","Aichi-ken","517240",""
"2014","24000","Mie-ken","577439",""
"2014","25000","Shiga-ken","401738",""
"2014","26000","Kyoto-fu","461220",""
"2014","27000","Osaka-fu","190499",""
"2014","28000","Hyogo-ken","840090",""
"2014","29000","Nara-ken","369094",""
"2014","30000","Wakayama-ken","472468",""
"2014","31000","Tottori-ken","350705",""
"2014","32000","Shimane-ken","670823",""
"2014","33000","Okayama-ken","711462",""
"2014","34000","Hiroshima-ken","847938",""
"2014","35000","Yamaguchi-ken","611230",""
"2014","36000","Tokushima-ken","414693",""
"2014","37000","Kagawa-ken","187673",""
"2014","38000","Ehime-ken","567610",""
"2014","39000","Kochi-ken","710391",""
"2014","40000","Fukuoka-ken","498640",""
"2014","41000","Saga-ken","244064",""
"2014","42000","Nagasaki-ken","413232",""
"2014","43000","Kumamoto-ken","740932",""
"2014","44000","Oita-ken","634061",""
"2014","45000","Miyazaki-ken","773531",""
"2014","46000","Kagoshima-ken","918810",""
"2014","47000","Okinawa-ken","228100",""
"2015","00000","Japan","37797075",""
"2015","01000","Hokkaido","8342431",""
"2015","02000","Aomori-ken","964559",""
"2015","03000","Iwate-ken","1527501",""
"2015","04000","Miyagi-ken","728222",""
"2015","05000","Akita-ken","1163754",""
"2015","06000","Yamagata-ken","932315",""
"2015","07000","Fukushima-ken","1378374",""
"2015","08000","Ibaraki-ken","609706",""
"2015","09000","Tochigi-ken","640809",""
"2015","10000","Gumma-ken","636228",""
"2015","11000","Saitama-ken","379775",""
"2015","12000","Chiba-ken","515765",""
"2015","13000","Tokyo-to","219093",""
"2015","14000","Kanagawa-ken","241583",""
"2015","15000","Niigata-ken","1258410",""
"2015","16000","Toyama-ken","424761",""
"2015","17000","Ishikawa-ken","418609",""
"2015","18000","Fukui-ken","419049",""
"2015","19000","Yamanashi-ken","446527",""
"2015","20000","Nagano-ken","1356156",""
"2015","21000","Gifu-ken","1062129",""
"2015","22000","Shizuoka-ken","777742",""
"2015","23000","Aichi-ken","517248",""
"2015","24000","Mie-ken","577440",""
"2015","25000","Shiga-ken","401738",""
"2015","26000","Kyoto-fu","461219",""
"2015","27000","Osaka-fu","190514",""
"2015","28000","Hyogo-ken","840096",""
"2015","29000","Nara-ken","369094",""
"2015","30000","Wakayama-ken","472469",""
"2015","31000","Tottori-ken","350705",""
"2015","32000","Shimane-ken","670824",""
"2015","33000","Okayama-ken","711450",""
"2015","34000","Hiroshima-ken","847945",""
"2015","35000","Yamaguchi-ken","611230",""
"2015","36000","Tokushima-ken","414665",""
"2015","37000","Kagawa-ken","187672",""
"2015","38000","Ehime-ken","567611",""
"2015","39000","Kochi-ken","710393",""
"2015","40000","Fukuoka-ken","498640",""
"2015","41000","Saga-ken","244068",""
"2015","42000","Nagasaki-ken","413209",""
"2015","43000","Kumamoto-ken","740935",""
"2015","44000","Oita-ken","634071",""
"2015","45000","Miyazaki-ken","773531",""
"2015","46000","Kagoshima-ken","918694",""
"2015","47000","Okinawa-ken","228112",""
"2016","00000","Japan","37797157",""
"2016","01000","Hokkaido","8342382",""
"2016","02000","Aomori-ken","964556",""
"2016","03000","Iwate-ken","1527501",""
"2016","04000","Miyagi-ken","728222",""
"2016","05000","Akita-ken","1163752",""
"2016","06000","Yamagata-ken","932315",""
"2016","07000","Fukushima-ken","1378374",""
"2016","08000","Ibaraki-ken","609712",""
"2016","09000","Tochigi-ken","640809",""
"2016","10000","Gumma-ken","636228",""
"2016","11000","Saitama-ken","379775",""
"2016","12000","Chiba-ken","515764",""
"2016","13000","Tokyo-to","219100",""
"2016","14000","Kanagawa-ken","241592",""
"2016","15000","Niigata-ken","1258418",""
"2016","16000","Toyama-ken","424761",""
"2016","17000","Ishikawa-ken","418609",""
"2016","18000","Fukui-ken","419049",""
"2016","19000","Yamanashi-ken","446527",""
"2016","20000","Nagano-ken","1356156",""
"2016","21000","Gifu-ken","1062129",""
"2016","22000","Shizuoka-ken","777743",""
"2016","23000","Aichi-ken","517290",""
"2016","24000","Mie-ken","577441",""
"2016","25000","Shiga-ken","401738",""
"2016","26000","Kyoto-fu","461219",""
"2016","27000","Osaka-fu","190514",""
"2016","28000","Hyogo-ken","840093",""
"2016","29000","Nara-ken","369094",""
"2016","30000","Wakayama-ken","472471",""
"2016","31000","Tottori-ken","350713",""
"2016","32000","Shimane-ken","670824",""
"2016","33000","Okayama-ken","711447",""
"2016","34000","Hiroshima-ken","847947",""
"2016","35000","Yamaguchi-ken","611234",""
"2016","36000","Tokushima-ken","414679",""
"2016","37000","Kagawa-ken","187673",""
"2016","38000","Ehime-ken","567619",""
"2016","39000","Kochi-ken","710393",""
"2016","40000","Fukuoka-ken","498640",""
"2016","41000","Saga-ken","244068",""
"2016","42000","Nagasaki-ken","413220",""
"2016","43000","Kumamoto-ken","740944",""
"2016","44000","Oita-ken","634074",""
"2016","45000","Miyazaki-ken","773531",""
"2016","46000","Kagoshima-ken","918699",""
"2016","47000","Okinawa-ken","228114",""
"2017","00000","Japan","37797389",""
"2017","01000","Hokkaido","8342384",""
"2017","02000","Aomori-ken","964564",""
"2017","03000","Iwate-ken","1527501",""
"2017","04000","Miyagi-ken","728222",""
"2017","05000","Akita-ken","1163752",""
"2017","06000","Yamagata-ken","932315",""
"2017","07000","Fukushima-ken","1378390",""
"2017","08000","Ibaraki-ken","609719",""
"2017","09000","Tochigi-ken","640809",""
"2017","10000","Gumma-ken","636228",""
"2017","11000","Saitama-ken","379775",""
"2017","12000","Chiba-ken","515761",""
"2017","13000","Tokyo-to","219396",""
"2017","14000","Kanagawa-ken","241617",""
"2017","15000","Niigata-ken","1258415",""
"2017","16000","Toyama-ken","424761",""
"2017","17000","Ishikawa-ken","418605",""
"2017","18000","Fukui-ken","419051",""
"2017","19000","Yamanashi-ken","446527",""
"2017","20000","Nagano-ken","1356156",""
"2017","21000","Gifu-ken","1062129",""
"2017","22000","Shizuoka-ken","777742",""
"2017","23000","Aichi-ken","517292",""
"2017","24000","Mie-ken","577441",""
"2017","25000","Shiga-ken","401738",""
"2017","26000","Kyoto-fu","461220",""
"2017","27000","Osaka-fu","190514",""
"2017","28000","Hyogo-ken","840094",""
"2017","29000","Nara-ken","369094",""
"2017","30000","Wakayama-ken","472464",""
"2017","31000","Tottori-ken","350713",""
"2017","32000","Shimane-ken","670826",""
"2017","33000","Okayama-ken","711432",""
"2017","34000","Hiroshima-ken","847963",""
"2017","35000","Yamaguchi-ken","611253",""
"2017","36000","Tokushima-ken","414680",""
"2017","37000","Kagawa-ken","187677",""
"2017","38000","Ehime-ken","567623",""
"2017","39000","Kochi-ken","710386",""
"2017","40000","Fukuoka-ken","498652",""
"2017","41000","Saga-ken","244068",""
"2017","42000","Nagasaki-ken","413088",""
"2017","43000","Kumamoto-ken","740948",""
"2017","44000","Oita-ken","634073",""
"2017","45000","Miyazaki-ken","773532",""
"2017","46000","Kagoshima-ken","918701",""
"2017","47000","Okinawa-ken","228098",""
"2018","00000","Japan","37797417",""
"2018","01000","Hokkaido","8342383",""
"2018","02000","Aomori-ken","964565",""
"2018","03000","Iwate-ken","1527501",""
"2018","04000","Miyagi-ken","728223",""
"2018","05000","Akita-ken","1163752",""
"2018","06000","Yamagata-ken","932315",""
"2018","07000","Fukushima-ken","1378390",""
"2018","08000","Ibaraki-ken","609733",""
"2018","09000","Tochigi-ken","640809",""
"2018","10000","Gumma-ken","636228",""
"2018","11000","Saitama-ken","379775",""
"2018","12000","Chiba-ken","515761",""
"2018","13000","Tokyo-to","219396",""
"2018","14000","Kanagawa-ken","241616",""
"2018","15000","Niigata-ken","1258423",""
"2018","16000","Toyama-ken","424761",""
"2018","17000","Ishikawa-ken","418605",""
"2018","18000","Fukui-ken","419052",""
"2018","19000","Yamanashi-ken","446527",""
"2018","20000","Nagano-ken","1356156",""
"2018","21000","Gifu-ken","1062129",""
"2018","22000","Shizuoka-ken","777735",""
"2018","23000","Aichi-ken","517296",""
"2018","24000","Mie-ken","577442",""
"2018","25000","Shiga-ken","401738",""
"2018","26000","Kyoto-fu","461220",""
"2018","27000","Osaka-fu","190529",""
"2018","28000","Hyogo-ken","840095",""
"2018","29000","Nara-ken","369094",""
"2018","30000","Wakayama-ken","472465",""
"2018","31000","Tottori-ken","350714",""
"2018","32000","Shimane-ken","670827",""
"2018","33000","Okayama-ken","711433",""
"2018","34000","Hiroshima-ken","847961",""
"2018","35000","Yamaguchi-ken","611253",""
"2018","36000","Tokushima-ken","414675",""
"2018","37000","Kagawa-ken","187678",""
"2018","38000","Ehime-ken","567624",""
"2018","39000","Kochi-ken","710363",""
"2018","40000","Fukuoka-ken","498651",""
"2018","41000","Saga-ken","244070",""
"2018","42000","Nagasaki-ken","413090",""
"2018","43000","Kumamoto-ken","740950",""
"2018","44000","Oita-ken","634073",""
"2018","45000","Miyazaki-ken","773532",""
"2018","46000","Kagoshima-ken","918702",""
"2018","47000","Okinawa-ken","228105",""
"2019","00000","Japan","37797524",""
"2019","01000","Hokkaido","8342439",""
"2019","02000","Aomori-ken","964564",""
"2019","03000","Iwate-ken","1527501",""
"2019","04000","Miyagi-ken","728229",""
"2019","05000","Akita-ken","1163752",""
"2019","06000","Yamagata-ken","932315",""
"2019","07000","Fukushima-ken","1378390",""
"2019","08000","Ibaraki-ken","609739",""
"2019","09000","Tochigi-ken","640809",""
"2019","10000","Gumma-ken","636228",""
"2019","11000","Saitama-ken","379775",""
"2019","12000","Chiba-ken","515760",""
"2019","13000","Tokyo-to","219407",""
"2019","14000","Kanagawa-ken","241630",""
"2019","15000","Niigata-ken","1258424",""
"2019","16000","Toyama-ken","424759",""
"2019","17000","Ishikawa-ken","418605",""
"2019","18000","Fukui-ken","419052",""
"2019","19000","Yamanashi-ken","446527",""
"2019","20000","Nagano-ken","1356156",""
"2019","21000","Gifu-ken","1062129",""
"2019","22000","Shizuoka-ken","777735",""
"2019","23000","Aichi-ken","517306",""
"2019","24000","Mie-ken","577445",""
"2019","25000","Shiga-ken","401738",""
"2019","26000","Kyoto-fu","461220",""
"2019","27000","Osaka-fu","190529",""
"2019","28000","Hyogo-ken","840094",""
"2019","29000","Nara-ken","369094",""
"2019","30000","Wakayama-ken","472465",""
"2019","31000","Tottori-ken","350714",""
"2019","32000","Shimane-ken","670827",""
"2019","33000","Okayama-ken","711433",""
"2019","34000","Hiroshima-ken","847964",""
"2019","35000","Yamaguchi-ken","611253",""
"2019","36000","Tokushima-ken","414675",""
"2019","37000","Kagawa-ken","187679",""
"2019","38000","Ehime-ken","567616",""
"2019","39000","Kochi-ken","710364",""
"2019","40000","Fukuoka-ken","498651",""
"2019","41000","Saga-ken","244070",""
"2019","42000","Nagasaki-ken","413100",""
"2019","43000","Kumamoto-ken","740945",""
"2019","44000","Oita-ken","634076",""
"2019","45000","Miyazaki-ken","773533",""
"2019","46000","Kagoshima-ken","918708",""
"2019","47000","Okinawa-ken","228100",""
"2020","00000","Japan","37797641",""
"2020","01000","Hokkaido","8342444",""
"2020","02000","Aomori-ken","964564",""
"2020","03000","Iwate-ken","1527501",""
"2020","04000","Miyagi-ken","728229",""
"2020","05000","Akita-ken","1163752",""
"2020","06000","Yamagata-ken","932315",""
"2020","07000","Fukushima-ken","1378414",""
"2020","08000","Ibaraki-ken","609739",""
"2020","09000","Tochigi-ken","640809",""
"2020","10000","Gumma-ken","636228",""
"2020","11000","Saitama-ken","379775",""
"2020","12000","Chiba-ken","515757",""
"2020","13000","Tokyo-to","219403",""
"2020","14000","Kanagawa-ken","241611",""
"2020","15000","Niigata-ken","1258396",""
"2020","16000","Toyama-ken","424758",""
"2020","17000","Ishikawa-ken","418621",""
"2020","18000","Fukui-ken","419052",""
"2020","19000","Yamanashi-ken","446527",""
"2020","20000","Nagano-ken","1356156",""
"2020","21000","Gifu-ken","1062129",""
"2020","22000","Shizuoka-ken","777735",""
"2020","23000","Aichi-ken","517307",""
"2020","24000","Mie-ken","577449",""
"2020","25000","Shiga-ken","401738",""
"2020","26000","Kyoto-fu","461220",""
"2020","27000","Osaka-fu","190532",""
"2020","28000","Hyogo-ken","840102",""
"2020","29000","Nara-ken","369094",""
"2020","30000","Wakayama-ken","472465",""
"2020","31000","Tottori-ken","350714",""
"2020","32000","Shimane-ken","670789",""
"2020","33000","Okayama-ken","711433",""
"2020","34000","Hiroshima-ken","847965",""
"2020","35000","Yamaguchi-ken","611254",""
"2020","36000","Tokushima-ken","414675",""
"2020","37000","Kagawa-ken","187678",""
"2020","38000","Ehime-ken","567619",""
"2020","39000","Kochi-ken","710363",""
"2020","40000","Fukuoka-ken","498651",""
"2020","41000","Saga-ken","244069",""
"2020","42000","Nagasaki-ken","413098",""
"2020","43000","Kumamoto-ken","740946",""
"2020","44000","Oita-ken","634076",""
"2020","45000","Miyazaki-ken","773522",""
"2020","46000","Kagoshima-ken","918706",""
"2020","47000","Okinawa-ken","228259",""
"2021","00000","Japan","37797463",""
"2021","01000","Hokkaido","8342441",""
"2021","02000","Aomori-ken","964562",""
"2021","03000","Iwate-ken","1527501",""
"2021","04000","Miyagi-ken","728229",""
"2021","05000","Akita-ken","1163752",""
"2021","06000","Yamagata-ken","932313",""
"2021","07000","Fukushima-ken","1378414",""
"2021","08000","Ibaraki-ken","609724",""
"2021","09000","Tochigi-ken","640809",""
"2021","10000","Gumma-ken","636228",""
"2021","11000","Saitama-ken","379775",""
"2021","12000","Chiba-ken","515731",""
"2021","13000","Tokyo-to","219405",""
"2021","14000","Kanagawa-ken","241611",""
"2021","15000","Niigata-ken","1258395",""
"2021","16000","Toyama-ken","424754",""
"2021","17000","Ishikawa-ken","418620",""
"2021","18000","Fukui-ken","419052",""
"2021","19000","Yamanashi-ken","446527",""
"2021","20000","Nagano-ken","1356156",""
"2021","21000","Gifu-ken","1062129",""
"2021","22000","Shizuoka-ken","777728",""
"2021","23000","Aichi-ken","517315",""
"2021","24000","Mie-ken","577447",""
"2021","25000","Shiga-ken","401738",""
"2021","26000","Kyoto-fu","461220",""
"2021","27000","Osaka-fu","190534",""
"2021","28000","Hyogo-ken","840094",""
"2021","29000","Nara-ken","369094",""
"2021","30000","Wakayama-ken","472468",""
"2021","31000","Tottori-ken","350714",""
"2021","32000","Shimane-ken","670790",""
"2021","33000","Okayama-ken","711433",""
"2021","34000","Hiroshima-ken","847922",""
"2021","35000","Yamaguchi-ken","611255",""
"2021","36000","Tokushima-ken","414699",""
"2021","37000","Kagawa-ken","187692",""
"2021","38000","Ehime-ken","567612",""
"2021","39000","Kochi-ken","710360",""
"2021","40000","Fukuoka-ken","498686",""
"2021","41000","Saga-ken","244067",""
"2021","42000","Nagasaki-ken","413098",""
"2021","43000","Kumamoto-ken","740939",""
"2021","44000","Oita-ken","634070",""
"2021","45000","Miyazaki-ken","773500",""
"2021","46000","Kagoshima-ken","918642",""
"2021","47000","Okinawa-ken","228215",""
"2022","00000","Japan","37797326",""
"2022","01000","Hokkaido","8342381",""
"2022","02000","Aomori-ken","964595",""
"2022","03000","Iwate-ken","1527501",""
"2022","04000","Miyagi-ken","728229",""
"2022","05000","Akita-ken","1163752",""
"2022","06000","Yamagata-ken","932315",""
"2022","07000","Fukushima-ken","1378414",""
"2022","08000","Ibaraki-ken","609754",""
"2022","09000","Tochigi-ken","640809",""
"2022","10000","Gumma-ken","636228",""
"2022","11000","Saitama-ken","379775",""
"2022","12000","Chiba-ken","515674",""
"2022","13000","Tokyo-to","219405",""
"2022","14000","Kanagawa-ken","241632",""
"2022","15000","Niigata-ken","1258396",""
"2022","16000","Toyama-ken","424754",""
"2022","17000","Ishikawa-ken","418623",""
"2022","18000","Fukui-ken","419058",""
"2022","19000","Yamanashi-ken","446527",""
"2022","20000","Nagano-ken","1356156",""
"2022","21000","Gifu-ken","1062129",""
"2022","22000","Shizuoka-ken","777702",""
"2022","23000","Aichi-ken","517324",""
"2022","24000","Mie-ken","577448",""
"2022","25000","Shiga-ken","401738",""
"2022","26000","Kyoto-fu","461220",""
"2022","27000","Osaka-fu","190534",""
"2022","28000","Hyogo-ken","840094",""
"2022","29000","Nara-ken","369094",""
"2022","30000","Wakayama-ken","472469",""
"2022","31000","Tottori-ken","350713",""
"2022","32000","Shimane-ken","670786",""
"2022","33000","Okayama-ken","711477",""
"2022","34000","Hiroshima-ken","847900",""
"2022","35000","Yamaguchi-ken","611250",""
"2022","36000","Tokushima-ken","414699",""
"2022","37000","Kagawa-ken","187691",""
"2022","38000","Ehime-ken","567598",""
"2022","39000","Kochi-ken","710291",""
"2022","40000","Fukuoka-ken","498764",""
"2022","41000","Saga-ken","244067",""
"2022","42000","Nagasaki-ken","413099",""
"2022","43000","Kumamoto-ken","740918",""
"2022","44000","Oita-ken","634070",""
"2022","45000","Miyazaki-ken","773424",""
"2022","46000","Kagoshima-ken","918633",""
"2022","47000","Okinawa-ken","228215",""
